Family,Genus,Sp1,Author1,Rank1,Sp2,Author2,Rank2,Sp3,Author3,TaxStat,Accepted,Ecology
Cyperaceae,Schoenus,pictus,(Boeckeler) Kuntze,,,,,,,Accepted,,Indigenous; Endemic
Orchidaceae,Disa,zuluensis,Rolfe,,,,,,,Accepted,,Indigenous; Endemic
Scrophulariaceae,Dischisma,tomentosum,Schltr.,,,,,,,Accepted,,Indigenous; Endemic
Orobanchaceae,Harveya,squamosa,(Thunb.) Steud.,,,,,,,Accepted,,Indigenous; Endemic
Cyperaceae,Cyperus,fulgens,C.B.Clarke,,,,,,,Accepted,,Indigenous
Rosaceae,Cotoneaster,coriaceus,Franch.,,,,,,,Accepted,,Not indigenous; Cultivated; Naturalised
Crassulaceae,Crassula,pseudohemisphaerica,Friedrich,,,,,,,Accepted,,Indigenous
Asphodelaceae,Aloe,ciliaris,Haw.,var.,tidmarshii,Schonland,,,,Synonym,Aloiampelos ciliaris (Haw.) Klopper & Gideon F.Sm. var. tidmarshii (Schonland) Klopper & Gideon F.Sm,Indigenous; Endemic
Orchidaceae,Tridactyle,bicaudata,(Lindl.) Schltr.,,,,,,,Inclusive,,Indigenous
Hymenophyllaceae,Trichomanes,palmicola,Bosch ex Goddijn,,,,,,,Synonym,Didymoglossum erosum (Willd.) Beentje,
Aizoaceae,Ophthalmophyllum,rufescens,(N.E.Br.) Tischer,,,,,,,Synonym,Conophytum maughanii N.E.Br. subsp. maughanii,Indigenous
Molluginaceae,Pharnaceum,verrucosum,Eckl. & Zeyh.,,,,,,,Synonym,Kewa salsoloides (Burch.) Christenh.,Indigenous
Brassicaceae,Rorippa,fluviatilis,(E.Mey. ex Sond.) R.A.Dyer,var.,caledonica,(Sond.) Marais,,,,Accepted,,Indigenous
Proteaceae,Spatalla,caudata,(Thunb.) R.Br.,,,,,,,Accepted,,Indigenous; Endemic
Fabaceae,Lotononis,densa,(Thunb.) Harv.,,,,,,,Inclusive,,Indigenous
Amaryllidaceae,Amaryllis,marginata,Jacq.,,,,,,,Synonym,Brunsvigia marginata (Jacq.) W.T.Aiton,Indigenous
Iridaceae,Moraea,margaretae,Goldblatt,,,,,,,Accepted,,Indigenous; Endemic
Asphodelaceae,Aloe,dichotoma,Masson,subsp.,ramosissima,(Pillans) Zonn.,,,,Synonym,Aloidendron ramosissimum (Pillans) Klopper & Gideon F.Sm.,Indigenous
Poaceae,Digitaria,diagonalis,(Nees) Stapf,var.,diagonalis,,,,,Accepted,,Indigenous
Ranunculaceae,Anamenia,capensis,(L.f.) Hoffmanns.,,,,,,,Synonym,Anemone knowltonia Burtt Davy,Indigenous
Asteraceae,Gerbera,hirsuta,Spreng. ex DC.,,,,,,,Synonym,Gerbera tomentosa DC.,Indigenous
Ericaceae,Erica,cupuliflora,Dulfer,,,,,,,Synonym,Erica florifera (Compton) E.G.H.Oliv.,Indigenous
Asteraceae,Berkheya,coriacea,Harv.,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Geigeria,burkei,Harv.,,,,,,,Inclusive,,Indigenous
Targioniaceae,Targionia,hypophylla,L.,,,,,,,Accepted,,Indigenous
Linaceae,Linum,heterostylum,C.M.Rogers,,,,,,,Accepted,,Indigenous; Endemic
Hyacinthaceae,Drimia,elata,Jacq. ex Willd.,var.,cooperi,Baker,,,,Synonym,Drimia pauciflora Baker,Indigenous
Asparagaceae,Protasparagus,fractiflexus,Oberm.,,,,,,,Synonym,Asparagus fractiflexus (Oberm.) Fellingham & N.L.Mey.,Present
Lamiaceae,Plectranthus,ecklonii,Benth.,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Berkheya,cruciata,(Houtt.) Willd.,subsp.,cruciata,,,,,Accepted,,Indigenous; Endemic
Euphorbiaceae,Euphorbia,gariepina,Boiss.,,,,,,,Inclusive,,Indigenous
Turneraceae,Wormskioldia,schinzii,Urb.,,,,,,,Synonym,Tricliceras schinzii (Urb.) R.Fern. subsp. schinzii   var. juttae,Indigenous
Aizoaceae,Mesembryanthemum,arenosum,L.Bolus,,,,,,,Synonym,Lampranthus lavisii (L.Bolus) L.Bolus,Indigenous
Apocynaceae,Schizoglossum,eustegioides,(E.Mey.) Druce,,,,,,,Synonym,Stenostelma eustegioides (E.Mey.) Bester & Nicholas,Indigenous; Endemic
Velloziaceae,Barbacenia,equisetoides,(Baker) R.E.Fr.,,,,,,,Synonym,Xerophyta equisetoides Baker,
Aizoaceae,Delosperma,britteniae,L.Bolus,,,,,,,Synonym,Corpuscularia britteniae (L.Bolus) H.E.K.Hartmann,Indigenous
Asteraceae,Kleinia,breviscapa,DC.,,,,,,,Synonym,Curio cicatricosus (Sch.Bip.) P.V.Heath,Indigenous
Aizoaceae,Lampranthus,woodburniae,(L.Bolus) N.E.Br.,,,,,,,Synonym,Lampranthus reptans (Aiton) N.E.Br.,Indigenous; Endemic
Polygalaceae,Muraltia,collina,Levyns,,,,,,,Accepted,,Indigenous; Endemic
Cactaceae,Hylocereus,undatus,(Haw.) Britton & Rose,,,,,,,Synonym,Selenicereus undatus Haw. & D.R.Hunt,Not indigenous; Naturalised; Invasive
Aizoaceae,Faucaria,speciosa,L.Bolus,,,,,,,Synonym,Faucaria britteniae L.Bolus,Indigenous
Hyacinthaceae,Ornithogalum,paucifolium,U.Mull.-Doblies & D.Mull.-Doblies,,,,,,,Synonym,Albuca paucifolia (U.Mull.-Doblies & D.Mull.-Doblies) J.C.Manning & Goldblatt,Indigenous
Aizoaceae,Delosperma,testaceum,(Haw.) Schwantes,,,,,,,Accepted,,Indigenous; Endemic
Iteaceae,Choristylis,rhamnoides,Harv.,,,,,,,Synonym,Itea rhamnoides (Harv.) Kubitzki,Indigenous
Apocynaceae,Parapodium,costatum,E.Mey.,,,,,,,Accepted,,Indigenous
Liliaceae,Scillopsis,unicolor,(Jacq.) Lem.,,,,,,,Synonym,Lachenalia pallida Aiton,Indigenous
Fabaceae,Aspalathus,sulphurea,R.Dahlgren,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Babiana,nana,(Andrews) Spreng.,var.,confusa,G.J.Lewis,,,,Synonym,Babiana confusa (G.J.Lewis) Goldblatt & J.C.Manning,Indigenous; Endemic
Tecophilaeaceae,Cyanella,aquatica,Oberm. ex G.Scott,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Moraea,tenuis,Ker Gawl.,,,,,,,Synonym,Moraea unguiculata Ker Gawl.,Indigenous
Restionaceae,Restio,rupicola,Esterh.,,,,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Brachystelma,tenellum,R.A.Dyer,,,,,,,Synonym,Ceropegia tenella (R.A.Dyer) Bruyns,Indigenous; Endemic
Aizoaceae,Ruschia,montaguensis,L.Bolus,,,,,,,Accepted,,Indigenous; Endemic
Solanaceae,Solanum,acanthoideum,Drege ex Dunal,,,,,,,Synonym,Solanum dasyphyllum Schumach. & Thonn.,Indigenous
Malvaceae,Hermannia,depressa,N.E.Br.,,,,,,,Accepted,,Indigenous
Anacampserotaceae,Anacampseros,herreana,Poelln.,,,,,,,Accepted,,Indigenous; Endemic
Poaceae,Stipagrostis,amabilis,(Schweick.) De Winter,,,,,,,Accepted,,Indigenous
Lobeliaceae,Rapuntium,erinoides,(L.) Mill.,,,,,,,Synonym,Lobelia erinus L.,Indigenous
Aizoaceae,Glottiphyllum,longipes,N.E.Br.,,,,,,,Synonym,Glottiphyllum cruciatum (Haw.) N.E.Br.,Indigenous
Asteraceae,Mantisalca,salmantica,(L.) Briq. & Cavill.,,,,,,,Accepted,,Not indigenous; Naturalised
Peraceae,Clutia,impedita,Prain,,,,,,,Accepted,,Indigenous; Endemic
Hydnoraceae,Hydnora,visseri,"Bolin, E.Maass & Musselman",,,,,,,Accepted,,Indigenous
Hyacinthaceae,Ornithogalum,diphyllum,Baker,,,,,,,Accepted,,Indigenous; Endemic
Ericaceae,Erica,verticillata,P.J.Bergius,,,,,,,Accepted,,Indigenous; Endemic; extinct
Arecaceae,Hyphaene,sp.,,,,,,,,Genus level,,
Fabaceae,Amphithalea,ciliaris,Eckl. & Zeyh.,,,,,,,Accepted,,Indigenous; Endemic
Ericaceae,Erica,pulchella,Houtt.,var.,pulchella,,,,,Accepted,,Indigenous; Endemic
Convolvulaceae,Stictocardia,laxiflora,(Baker) Hallier f.,,,,,,,Accepted,,Indigenous
Anacampserotaceae,Anacampseros,varians,(Haw.) Sweet,,,,,,,Synonym,Anacampseros telephiastrum DC.,Indigenous
Neckeraceae,Porotrichum,stipitatum,(Mitt.) W.R.Buck,,,,,,,Accepted,,Indigenous
Iridaceae,Ixia,nigroalbida,Klatt,,,,,,,Synonym,Ixia abbreviata Houtt.,Indigenous
Fabaceae,Aspalathus,pachyloba,Benth.,,,,,,,Inclusive,,Indigenous
Aizoaceae,Cleretum,papulosum,(L.f.) L.Bolus,subsp.,papulosum,,,,,Accepted,,Indigenous; Endemic
Dichapetalaceae,Tapura,sp.,,,,,,,,Genus level,,
Aizoaceae,Lampranthus,maximilianii,(Schltr. & A.Berger) L.Bolus,,,,,,,Synonym,Braunsia maximiliani (Schltr. & A.Berger) Schwantes,Indigenous
Zygophyllaceae,Tetraena,tenuis,(Glover) Beier & Thulin,,,,,,,Accepted,,Indigenous
Amaryllidaceae,Nerine,laticoma,(Ker Gawl.) T.Durand & Schinz,subsp.,laticoma,,,,,Accepted,,Indigenous
Fabaceae,Vigna,brachystachys,Benth.,,,,,,,Synonym,Vigna luteola (Jacq.) Benth.,
Poaceae,Avenastrum,caffrum,(Stapf) Stapf,var.,natalense,Stapf,,,,Synonym,Trisetopsis natalensis (Stapf) Roser & A.Wolk,Indigenous
Euphorbiaceae,Euphorbia,corifolia,Lam.,,,,,,,Synonym,Euphorbia genistoides P.J.Bergius,Indigenous
Fabaceae,Acacia,farnesiana,(L.) Willd.,,,,,,,Synonym,Vachellia farnesiana (L.) Wight & Arn.,Not indigenous; Naturalised
Rutaceae,Agathosma,squamosa,(Roem. & Schult.) Bartl. & H.L.Wendl.,,,,,,,Accepted,,Indigenous; Endemic
Fabaceae,Xiphotheca,phylicoides,A.L.Schutte & B.-E.van Wyk,,,,,,,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,asperiuscula,Haw.,var.,patagiata,G.G.Sm.,,,,Synonym,Haworthiopsis viscosa (L.) Gildenh. & Klopper var. viscosa,Indigenous
Scrophulariaceae,Manulea,altissima,L.f.,,,,,,,Inclusive,,Indigenous
Cleomaceae,Cleome,paxii,(Schinz) Gilg & Gilg-Ben.,,,,,,,Accepted,,Indigenous
Iridaceae,Hesperantha,kiaratayloriae,Goldblatt & J.C.Manning,,,,,,,Accepted,,Indigenous; Endemic
Gesneriaceae,Streptocarpus,candidus,Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Orchidaceae,Microcoelia,sp.,,,,,,,,Genus level,,
Polygonaceae,Polygonum,hystriculum,J.Schust.,,,,,,,Synonym,Persicaria hystricula (J.Schust.) Sojak,Indigenous
Iridaceae,Schizorhiza,neglecta,(Goldblatt) Goldblatt & J.C.Manning,,,,,,,Accepted,,Indigenous
Iridaceae,Gladiolus,abbreviatus,Andrews,,,,,,,Accepted,,Indigenous; Endemic
Asparagaceae,Asparagus,micranthus,"Thunb., ined.",,,,,,,Synonym,Drimia intricata (Baker) J.C.Manning & Goldblatt,
Aizoaceae,Cleretum,longipes,L.Bolus,,,,,,,Synonym,Cleretum papulosum (L.f.) L.Bolus subsp. schlechteri (Schwantes) Ihlenf. & Struck,Indigenous
Amaranthaceae,Salicornia,perennis,Mill.,,,,,,,Synonym,Sarcocornia perennis (Mill.) A.J.Scott var. perennis,
Amaryllidaceae,Haemanthus,rotundifolius,Ker Gawl.,,,,,,,Synonym,Haemanthus sanguineus Jacq.,Indigenous
Asteraceae,Amphiglossa,kolbei,Bolus,,,,,,,Synonym,Disparago kolbei (Bolus) Hutch.,Indigenous
Asteraceae,Senecio,humidanus,C.Jeffrey,,,,,,,Accepted,,Indigenous
Aizoaceae,Ruschia,muricata,L.Bolus,,,,,,,Accepted,,Indigenous
Apiaceae,Centella,virgata,(L.f.) Drude,var.,congesta,Adamson,,,,Accepted,,Indigenous; Endemic
Iridaceae,Gladiolus,gracilis,Jacq.,,,,,,,Accepted,,Indigenous; Endemic
Fabaceae,Indigofera,obscura,N.E.Br.,,,,,,,Accepted,,Indigenous
Apocynaceae,Brachystelma,theronii,Bruyns,,,,,,,Synonym,Ceropegia theronii (Bruyns) Bruyns,Indigenous; Endemic
Rutaceae,Diosma,odoratissima,Montin,,,,,,,Synonym,Agathosma odoratissima (Montin) Pillans,Indigenous
Orchidaceae,Liparis,capensis,Lindl.,,,,,,,Accepted,,Indigenous; Endemic
Haemodoraceae,Dilatris,pillansii,W.F.Barker,,,,,,,Accepted,,Indigenous; Endemic
Acanthaceae,Peristrophe,sp.,,,,,,,,Genus level,,
Ebenaceae,Euclea,polyandra,(L.f.) E.Mey. ex Hiern,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Ruschia,radicans,L.Bolus,,,,,,,Synonym,Antimima radicans (L.Bolus) Klak,Indigenous; Endemic
Aizoaceae,Nycteranthus,brevicarpus,(L.Bolus) Schwantes,,,,,,,Synonym,Mesembryanthemum brevicarpum (L.Bolus) Klak,Indigenous
Hyacinthaceae,Neopatersonia,uitenhagensis,Schonland,,,,,,,Synonym,Ornithogalum neopatersonia J.C.Manning & Goldblatt,Indigenous
Iridaceae,Babiana,longiflora,(P.J.Bergius) Steud.,,,,,,,Synonym,Ixia paniculata D.Delaroche,Indigenous
Scrophulariaceae,Selago,levynsiae,Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Trichogyne,polycnemoides,(Fenzl) Anderb.,,,,,,,Synonym,Ifloga polycnemoides Fenzl,Indigenous; Endemic
Loganiaceae,Strychnos,polyphylla,Gilg & Busse,,,,,,,Synonym,Strychnos madagascariensis Poir.,
Acanthaceae,Sclerochiton,harveyanus,Nees,,,,,,,Accepted,,Indigenous
Poaceae,Sporobolus,welwitschii,Rendle,,,,,,,Accepted,,Indigenous
Cyperaceae,Cyperus,amabilis,Vahl,,,,,,,Accepted,,Indigenous
Ruppiaceae,Ruppia,bicarpa,Yu Ito & Muasya,,,,,,,Accepted,,Indigenous; Endemic
Hymenophyllaceae,Trichomanes,aerugineum,Bosch,,,,,,,Synonym,Didymoglossum erosum (Willd.) Beentje,
Iridaceae,Gladiolus,silenoides,Jacq.,,,,,,,Synonym,Lapeirousia silenoides (Jacq.) Ker Gawl.,Present
Fabaceae,Dolichos,obtusifolius,Lam.,,,,,,,Synonym,Canavalia rosea (Sw.) DC.,
Asteraceae,Metalasia,tristis,Bengtson & P.O.Karis,,,,,,,Accepted,,Indigenous; Endemic
Amaryllidaceae,Scadoxus,membranaceus,(Baker) Friis & Nordal,,,,,,,Accepted,,Indigenous; Endemic
Cyperaceae,Courtoisia,assimilis,(Steud.) C.B.Clarke,,,,,,,Synonym,Cyperus assimilis Steud.,Indigenous
Acanthaceae,Blepharis,leendertziae,Oberm.,,,,,,,Accepted,,Indigenous
Santalaceae,Thesium,schumannianum,Schltr.,,,,,,,Accepted,,Indigenous; Endemic
Euphorbiaceae,Euphorbia,brevirama,N.E.Br.,var.,brevirama,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Antimima,klaverensis,(L.Bolus) H.E.K.Hartmann,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Romulea,hirsuta,(Steud. ex Klatt) Baker,,,,,,,Inclusive,,Indigenous
Iridaceae,Crocosmia,fucata,(Herb.) M.P.de Vos,,,,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Miraglossum,davyi,(N.E.Br.) Kupicha,,,,,,,Accepted,,Indigenous; Endemic
Ericaceae,Erica,irbyana,Andrews,,,,,,,Accepted,,Indigenous; Endemic
Achariaceae,Kiggelaria,flavo-velutina,Sleumer,,,,,,,Synonym,Kiggelaria africana L.,
Iridaceae,Geissorhiza,monticola,Goldblatt & J.C.Manning,,,,,,,Accepted,,Indigenous; Endemic
Thymelaeaceae,Struthiola,tetralepis,Schltr.,,,,,,,Inclusive,,Indigenous; Endemic
Lobeliaceae,Rapuntium,ovatum,C.Presl,var.,hirsutum,C.Presl,,,,Synonym,Lobelia cuneifolia Link & Otto,Indigenous
Anacardiaceae,Protorhus,longifolia,(Bernh.) Engl.,,,,,,,Accepted,,Indigenous
Tecophilaeaceae,Walleria,sp.,,,,,,,,Genus level,,
Orchidaceae,Satyrium,stenopetalum,Lindl.,subsp.,brevicalcaratum,(Bolus) A.V.Hall,,,,Accepted,,Indigenous; Endemic
Fabaceae,Otholobium,hamatum,(Harv.) C.H.Stirt.,,,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Aspilia,pluriseta,Schweinf.,subsp.,pluriseta,,,,,Accepted,,Indigenous
Iridaceae,Romulea,rosea,(L.) Eckl.,,,,,,,Inclusive,,Indigenous
Fabaceae,Pueraria,lobata,(Willd.) Ohwi,,,,,,,Synonym,Pueraria montana (Lour.) Merr. var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Not indigenous; Naturalised; Invasive
Euphorbiaceae,Euphorbia,espinosa,Pax,,,,,,,Accepted,,Indigenous
Ericaceae,Erica,albens,L.,,,,,,,Inclusive,,Indigenous
Lobeliaceae,Lobelia,bellidifolia,L.f.,forma,stricta,Zahlbr.,,,,Synonym,Lobelia flaccida (C.Presl) A.DC. subsp. flaccida,Indigenous
Iridaceae,Moraea,modesta,Killick,,,,,,,Accepted,,Indigenous
Aizoaceae,Antimima,pulchella,(Haw.) H.E.K.Hartmann,,,,,,,Accepted,,Indigenous; Endemic
Hyacinthaceae,Ornithogalum,etesiogaripense,U.Mull.-Doblies & D.Mull.-Doblies,,,,,,,Synonym,Albuca deserticola J.C.Manning & Goldblatt,Indigenous
Iridaceae,Moraea,crispa,Thunb.,,,,,,,Accepted,,Indigenous
Mniaceae,Plagiomnium,sp.,,,,,,,,Genus level,,
Acanthaceae,Barleria,stuhlmannii,Lindau,,,,,,,Synonym,Barleria ventricosa Hochst. ex Nees,
Crassulaceae,Tylecodon,atropurpureus,Bruyns,,,,,,,Accepted,,Indigenous; Endemic
Fabroniaceae,Fabronia,sp.,,,,,,,,Genus level,,
Apocynaceae,Orbea,variegata,(L.) Haw.,,,,,,,Accepted,,Indigenous; Endemic
Cucurbitaceae,Cucumis,bryoniifolius,(Merxm.) Ghebret. & Thulin,,,,,,,Accepted,,Indigenous
Aizoaceae,Aridaria,gratiae,L.Bolus,,,,,,,Synonym,Mesembryanthemum grossum Aiton,Indigenous
Fabaceae,Indigofera,homblei,Baker f. & Martin,,,,,,,Inclusive,,Indigenous
Poaceae,Entolasia,sp.,,,,,,,,Genus level,,
Poaceae,Panicum,ecklonii,Nees,,,,,,,Accepted,,Indigenous
Sapindaceae,Allophylus,monophylla,Radlk.,,,,,,,Synonym,Allophylus dregeanus (Sond.) De Winter,
Orchidaceae,Eulophia,bulbinoides,Schltr.,,,,,,,Synonym,Orthochilus milnei (Rchb.f.) Bytebier,Indigenous
Apocynaceae,Asclepias,fulva,N.E.Br.,,,,,,,Accepted,,Indigenous
Polygalaceae,Muraltia,pillansii,Levyns,,,,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Orbea,rogersii,(L.Bolus) Bruyns,,,,,,,Accepted,,Indigenous
Gesneriaceae,Streptocarpus,galpinii,Hook.f.,,,,,,,Accepted,,Indigenous
Santalaceae,Thesium,transgariepinum,Sond.,,,,,,,Synonym,Thesium zeyheri A.DC.,Indigenous
Fabaceae,Acacia,engleri,Schinz,,,,,,,Synonym,Dichrostachys cinerea (L.) Wight & Arn. subsp. africana Brenan & Brummitt var. africana,
Asteraceae,Vernonia,adoensis,Sch.Bip. ex Walp.,var.,kotschyana,(Sch.Bip. ex Walp.) G.V.Pope,,,,Synonym,Baccharoides adoensis (Sch.Bip. ex Walp.) H.Rob.,Indigenous
Asteraceae,Brachyrhynchos,tuberosus,DC.,,,,,,,Synonym,Senecio incertus DC.,Indigenous
Hyacinthaceae,Ornithogalum,auratum,J.C.Manning & Goldblatt,,,,,,,Synonym,Albuca aurea Jacq.,Indigenous; Endemic
Asphodelaceae,Haworthia,mirabilis,(Haw.) Haw.,var.,splendens,(S.A.Hammer & J.D.Venter) M.B.Bayer,,,,Accepted,,Indigenous; Endemic
Molluginaceae,Mollugo,sp.,,,,,,,,Genus level,,
Hyacinthaceae,Drimia,haworthioides,Baker,,,,,,,Accepted,,Indigenous; Endemic
Scrophulariaceae,Chaenostoma,decipiens,(Hilliard) Kornhall,,,,,,,Accepted,,Indigenous; Endemic
Fabaceae,Aspalathus,acanthoclada,R.Dahlgren,,,,,,,Accepted,,Indigenous; Endemic
Euphorbiaceae,Euphorbia,kwebensis,N.E.Br.,,,,,,,Synonym,Euphorbia glanduligera Pax,Indigenous
Scrophulariaceae,Glumicalyx,montanus,Hiern,,,,,,,Accepted,,Indigenous
Fabaceae,Indigofera,rostrata,Bolus,subsp.,namaachensis,Schrire,,,,Accepted,,Indigenous
Asphodelaceae,Haworthia,crinita,M.Hayashi,,,,,,,Synonym,Haworthia decipiens Poelln. var. virella M.B.Bayer,Indigenous
Lamiaceae,Basilicum,polystachyon,(L.) Moench,,,,,,,Accepted,,Indigenous
Acanthaceae,Siphonoglossa,nkandlaensis,Immelman,,,,,,,Synonym,Justicia nkandlaensis (Immelman) J.C.Manning & Goldblatt,Indigenous; Endemic
Hyacinthaceae,Ornithogalum,puberulum,Oberm.,subsp.,puberulum,,,,,Synonym,Ornithogalum puberulum Oberm.,Indigenous
Poaceae,Eragrostis,biflora,Hack. ex Schinz,,,,,,,Accepted,,Indigenous
Asteraceae,Arctotis,aspera,L.,var.,angustifolia,(L.) Less.,,,,Synonym,Arctotis angustifolia L.,Indigenous
Asphodelaceae,Tulista,pumila,(L.) G.D.Rowley,var.,okhuwae,(M.Hayashi) Breuer,,,,Synonym,Tulista pumila (L.) G.D.Rowley,Indigenous; Endemic
Asteraceae,Vernonia,centaureoides,Klatt,,,,,,,Synonym,Oocephala centauroides (Klatt) H.Rob. & Skvarla,Indigenous
Fabaceae,Hallia,filiformis,Harv.,,,,,,,Synonym,Psoralea cataracta C.H.Stirt.,Indigenous
Iridaceae,Moraea,knersvlaktensis,Goldblatt,,,,,,,Accepted,,Indigenous; Endemic
Orchidaceae,Disa,forcipata,Schltr.,,,,,,,Accepted,,Indigenous; Endemic; extinct
Sapotaceae,Manilkara,sp.,,,,,,,,Genus level,,
Apiaceae,Helosciadium,leptophyllum,(Pers.) DC.,,,,,,,Synonym,Cyclospermum leptophyllum (Pers.) Sprague ex Britton & P.Wilson,
Aizoaceae,Ruschia,dyckii,(A.Berger) H.Jacobsen,,,,,,,Synonym,Lampranthus dyckii (A.Berger) N.E.Br.,Indigenous
Campanulaceae,Wahlenbergia,uitenhagensis,(H.Buek) Lammers,,,,,,,Synonym,Wahlenbergia thunbergii (Schult.) B.Nord. var. thunbergii,Indigenous; Endemic
Asteraceae,Mairia,purpurata,(L.) J.C.Manning,,,,,,,Accepted,,Indigenous; Endemic
Scrophulariaceae,Agathelpis,nitida,E.Mey.,,,,,,,Synonym,Microdon nitidus (E.Mey.) Hilliard,Indigenous
Iridaceae,Romulea,obscura,Klatt,var.,blanda,M.P.de Vos,,,,Accepted,,Indigenous; Endemic
Acanthaceae,Isoglossa,bolusii,C.B.Clarke,,,,,,,Synonym,Isoglossa delicatula C.B.Clarke,Indigenous
Hymenophyllaceae,Microgonium,aerugineum,(Bosch) Pic.Serm.,,,,,,,Synonym,Didymoglossum erosum (Willd.) Beentje,
Asteraceae,Felicia,muricata,(Thunb.) Nees,subsp.,muricata,,,,,Accepted,,Indigenous
Scrophulariaceae,Cromidon,gracile,Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Aizoaceae,Ruschia,spinescens,L.Bolus,,,,,,,Synonym,Schlechteranthus spinescens (L.Bolus) R.F.Powell,Indigenous
Asphodelaceae,Gasteria,retusa,(Van Jaarsv.) Van Jaarsv.,,,,,,,Accepted,,Indigenous
Asteraceae,Curio,cicatricosus,(Sch.Bip.) P.V.Heath,,,,,,,Accepted,,Indigenous
Ericaceae,Erica,aristata,Andrews,var.,minor,(L.Bolus) Dulfer,,,,Accepted,,Indigenous; Endemic
Asteraceae,Helichrysum,allioides,Less.,,,,,,,Accepted,,Indigenous; Endemic
Iridaceae,Moraea,diphylla,Baker,,,,,,,Synonym,Moraea filicaulis Baker,Indigenous
Anacardiaceae,Rhus,outeniquensis,Szyszyl.,,,,,,,Synonym,Searsia lucida (L.) F.A.Barkley forma lucida,
Oxalidaceae,Oxalis,nidulans,Eckl. & Zeyh.,var.,nidulans,,,,,Accepted,,Indigenous; Endemic
Asteraceae,Tarchonanthus,trilobus,DC.,var.,trilobus,,,,,Accepted,,Indigenous; Endemic
Proteaceae,Protea,latifolia,R.Br.,,,,,,,Synonym,Protea eximia (Salisb. ex Knight) Fourc.,Indigenous
Myrsinaceae,Rapanea,melanophloeos,(L.) Mez,,,,,,,Accepted,,Indigenous
Colchicaceae,Colchicum,stirtonii,(U.Mull.-Doblies & D.Mull.-Doblies) J.C.Manning & Vinn.,,,,,,,Accepted,,Indigenous; Endemic
Asparagaceae,Asparagus,mariae,(Oberm.) Fellingham & N.L.Mey.,,,,,,,Accepted,,Indigenous; Endemic
Cyperaceae,Chrysitrix,sp.,,,,,,,,Genus level,,
Lobeliaceae,Lobelia,breynii,Lam.,,,,,,,Synonym,Monopsis lutea (L.) Urb.,Indigenous
Hyacinthaceae,Daubenya,stylosa,(W.F.Barker) A.M.van der Merwe & J.C.Manning,,,,,,,Accepted,,Indigenous; Endemic
Bryaceae,Plagiobryum,zierii,(Dicks. ex Hedw.) Lindb.,,,,,,,Accepted,,Indigenous
Lamiaceae,Stachys,rugosa,Aiton,,,,,,,Accepted,,Indigenous
Achariaceae,Rawsonia,sp.,,,,,,,,Genus level,,
Restionaceae,Elegia,altigena,Pillans,,,,,,,Accepted,,Indigenous; Endemic
Apocynaceae,Anisotoma,natalensis,"(Schltr.) Meve, Heiduk & Liede",,,,,,,Accepted,,Indigenous; Endemic
Asphodelaceae,Haworthia,mucronata,Haw.,var.,rycroftiana,(M.B.Bayer) M.B.Bayer,,,,Accepted,,Indigenous; Endemic
Hyacinthaceae,Albuca,bruce-bayeri,U.Mull.-Doblies,,,,,,,Synonym,Albuca hallii U.Mull.-Doblies,Indigenous
Limeaceae,Limeum,sulcatum,(Klotzsch) Hutch.,var.,scabridum,(Klotzsch) Friedrich,,,,Accepted,,Indigenous
Moraceae,Ficus,trichopoda,Baker,,,,,,,Accepted,,Indigenous
Poaceae,Panicum,repens,L.,,,,,,,Accepted,,Indigenous
Aizoaceae,Aizoon,rigidum,L.f.,var.,angustifolium,Sond.,,,,Synonym,Aizoon rigidum L.f.,Indigenous
Aspleniaceae,Asplenium,rutifolium,(P.J.Bergius) Kunze,,,,,,,Accepted,,Indigenous
Aizoaceae,Opophytum,australe,L.Bolus,,,,,,,Synonym,Mesembryanthemum hypertrophicum Dinter,Indigenous
Aizoaceae,Delosperma,leightoniae,Lavis,,,,,,,Accepted,,Indigenous; Endemic
Cyperaceae,Pseudoschoenus,inanis,(Thunb.) Oteng-Yeb.,,,,,,,Accepted,,Indigenous
Amaryllidaceae,Nerine,humilis,(Jacq.) Herb.,,,,,,,Accepted,,Indigenous; Endemic
Scrophulariaceae,Phyllopodium,tweedense,Hilliard,,,,,,,Accepted,,Indigenous; Endemic
Cyperaceae,Eleocharis,dregeana,Steud.,,,,,,,Accepted,,Indigenous
Orchidaceae,Pterygodium,patersoniae,Schltr.,,,,,,,Synonym,Evotella carnosa (Lindl.) J.C.Manning & Goldblatt,
